external_code,internal_code,plataforma,tipo_leitura,tipo_de_arquivos,isolado_code,sequenciado_code,dados_caminho,caminho_montado,montado_code
240118,REG_003,Illumina,S,FR,ISO_00000003,SEQ_00000001,/home/bryantavares/Documents/GitHub/Project_regenera/REG_projects/RP_GENOMIC/RPG_genomica/ANALISES/Dados/ISO_00000003_REG_003,/home/bryantavares/Documents/GitHub/Project_regenera/REG_projects/RP_GENOMIC/RPG_genomica/ANALISES/Dados/ISO_00000003_REG_003/MONTADO/MON_00000001,MON_00000001
